Timestamp for sample frequency every 1 min,Temperature (°C),Barometric Pressure (mb)
2024-05-06 11:37:00,18.9875,1003.0099
2024-05-06 11:38:00,19.0375,1003.0099
2024-05-06 11:39:00,19.0725,1003.1000
2024-05-06 11:40:00,19.1525,1003.0300
2024-05-06 11:41:00,19.1300,1002.9900
2024-05-06 11:42:00,19.1725,1002.9300
2024-05-06 11:43:00,19.2225,1003.0300
2024-05-06 11:44:00,19.2075,1002.9900
2024-05-06 11:45:00,19.2500,1003.0099
2024-05-06 11:46:00,19.2700,1002.9800
2024-05-06 11:47:00,19.3200,1002.9600
2024-05-06 11:48:00,19.3250,1002.9200
2024-05-06 11:49:00,19.3150,1003.0000
2024-05-06 11:50:00,19.3175,1002.9300
2024-05-06 11:51:00,19.3475,1002.9900
2024-05-06 11:52:00,19.3600,1003.0500
2024-05-06 11:53:00,19.3725,1003.0099
2024-05-06 11:54:00,19.3975,1003.0900
2024-05-06 11:55:00,19.4200,1003.0900
2024-05-06 11:56:00,19.4500,1003.0200
2024-05-06 11:57:00,19.4775,1003.0300
2024-05-06 11:58:00,19.5225,1002.9700
2024-05-06 11:59:00,19.5575,1003.0600
2024-05-06 12:00:00,19.5950,1003.1000
2024-05-06 12:01:00,19.6475,1003.0900
2024-05-06 12:02:00,19.7225,1003.0900
2024-05-06 12:03:00,19.7500,1003.1000
2024-05-06 12:04:00,19.8125,1003.1200
2024-05-06 12:05:00,19.8325,1003.1200
2024-05-06 12:06:00,19.8675,1003.0900
2024-05-06 12:07:00,19.9175,1003.0900
2024-05-06 12:08:00,19.9400,1003.1300
2024-05-06 12:09:00,19.9925,1003.0400
2024-05-06 12:10:00,20.0075,1002.5000
2024-05-06 12:11:00,20.0400,1002.5099
2024-05-06 12:12:00,20.0000,1002.5099
2024-05-06 12:13:00,20.0100,1002.5400
2024-05-06 12:14:00,20.0175,1002.4900
2024-05-06 12:15:00,20.0000,1002.5500
2024-05-06 12:16:00,19.9900,1002.4900
2024-05-06 12:17:00,19.9800,1002.4500
2024-05-06 12:18:00,19.9725,1002.4700
2024-05-06 12:19:00,19.9425,1002.4800
2024-05-06 12:20:00,19.9150,1002.4700
2024-05-06 12:21:00,19.8900,1002.4400
2024-05-06 12:22:00,19.8775,1002.4400
2024-05-06 12:23:00,19.8300,1002.3700
2024-05-06 12:24:00,19.8225,1002.4200
2024-05-06 12:25:00,19.8050,1002.4500
2024-05-06 12:26:00,19.7775,1002.5000
2024-05-06 12:27:00,19.7250,1002.4200
2024-05-06 12:28:00,19.7200,1002.4600
2024-05-06 12:29:00,19.6950,1002.4200
2024-05-06 12:30:00,19.6850,1002.4000
2024-05-06 12:31:00,19.6400,1002.4000
2024-05-06 12:32:00,19.6175,1002.4000
2024-05-06 12:33:00,19.6150,1002.4300
2024-05-06 12:34:00,19.6000,1002.4200
2024-05-06 12:35:00,19.5850,1002.4400
2024-05-06 12:36:00,19.5625,1002.3800
2024-05-06 12:37:00,19.5375,1002.3900
2024-05-06 12:38:00,19.5350,1002.4100
2024-05-06 12:39:00,19.5375,1002.3500
2024-05-06 12:40:00,19.5100,1002.3500
2024-05-06 12:41:00,19.5000,1002.4000
2024-05-06 12:42:00,19.4725,1002.3500
2024-05-06 12:43:00,19.4775,1002.4800
2024-05-06 12:44:00,19.4975,1002.3500
2024-05-06 12:45:00,19.4425,1002.3900
2024-05-06 12:46:00,19.4625,1002.4200
2024-05-06 12:47:00,19.4525,1002.4100
2024-05-06 12:48:00,19.4275,1002.4100
2024-05-06 12:49:00,19.4375,1002.4200
2024-05-06 12:50:00,19.4500,1002.3200
2024-05-06 12:51:00,19.4275,1002.3100
2024-05-06 12:52:00,19.4075,1002.3700
2024-05-06 12:53:00,19.4225,1002.4000
2024-05-06 12:54:00,19.3875,1002.3100
2024-05-06 12:55:00,19.4025,1002.3200
2024-05-06 12:56:00,19.3975,1002.2300
2024-05-06 12:57:00,19.3975,1002.2300
2024-05-06 12:58:00,19.3725,1002.2400
2024-05-06 12:59:00,19.3450,1002.3200
2024-05-06 13:00:00,19.3600,1002.2400
2024-05-06 13:01:00,19.3700,1002.7800
2024-05-06 13:02:00,19.3600,1002.2700
2024-05-06 13:03:00,19.3700,1002.3700
2024-05-06 13:04:00,19.3475,1002.2400
2024-05-06 13:05:00,19.3150,1002.2100
2024-05-06 13:06:00,19.3400,1002.2599
2024-05-06 13:07:00,19.3300,1002.3000
2024-05-06 13:08:00,19.3250,1002.3000
2024-05-06 13:09:00,19.3150,1002.2700
2024-05-06 13:10:00,19.3075,1002.3500
2024-05-06 13:11:00,19.2925,1002.3800
2024-05-06 13:12:00,19.2900,1002.3300
2024-05-06 13:13:00,19.3000,1002.3000
2024-05-06 13:14:00,19.2950,1002.2100
2024-05-06 13:15:00,19.2800,1002.3100
2024-05-06 13:16:00,19.2650,1002.3000
2024-05-06 13:17:00,19.2700,1002.2100
2024-05-06 13:18:00,19.2675,1002.2400
2024-05-06 13:19:00,19.2325,1002.2599
2024-05-06 13:20:00,19.2525,1002.1800
2024-05-06 13:21:00,19.2375,1002.2000
2024-05-06 13:22:00,19.2325,1002.1800
2024-05-06 13:23:00,19.2325,1002.1100
2024-05-06 13:24:00,19.2400,1002.1800
2024-05-06 13:25:00,19.2450,1002.2200
2024-05-06 13:26:00,19.1950,1002.2000
2024-05-06 13:27:00,19.1925,1002.2000
2024-05-06 13:28:00,19.2175,1002.2100
2024-05-06 13:29:00,19.1975,1002.2800
2024-05-06 13:30:00,19.2000,1002.2900
2024-05-06 13:31:00,19.2025,1002.2800
2024-05-06 13:32:00,19.1900,1002.2900
2024-05-06 13:33:00,19.1975,1002.2500
2024-05-06 13:34:00,19.2050,1002.2599
2024-05-06 13:35:00,19.1950,1002.2300
2024-05-06 13:36:00,19.2050,1002.2500
2024-05-06 13:37:00,19.2275,1002.8100
2024-05-06 13:38:00,19.2175,1002.2700
2024-05-06 13:39:00,19.2150,1002.2599
2024-05-06 13:40:00,19.2050,1002.2000
2024-05-06 13:41:00,19.1950,1002.2800
2024-05-06 13:42:00,19.1850,1002.2200
2024-05-06 13:43:00,19.1850,1002.3100
2024-05-06 13:44:00,19.1975,1002.2000
2024-05-06 13:45:00,19.1825,1002.1900
2024-05-06 13:46:00,19.1775,1002.2100
2024-05-06 13:47:00,19.1925,1002.2900
2024-05-06 13:48:00,19.1700,1002.2900
2024-05-06 13:49:00,19.1700,1002.1900
2024-05-06 13:50:00,19.1675,1002.2400
2024-05-06 13:51:00,19.1500,1002.1500
2024-05-06 13:52:00,19.1350,1002.2300
2024-05-06 13:53:00,19.1600,1002.2400
2024-05-06 13:54:00,19.1350,1002.1800
2024-05-06 13:55:00,19.1475,1002.3100
2024-05-06 13:56:00,19.1300,1002.2599
2024-05-06 13:57:00,19.1300,1002.2200
2024-05-06 13:58:00,19.1500,1002.1800
2024-05-06 13:59:00,19.1525,1002.1400
2024-05-06 14:00:00,19.1425,1002.2400
2024-05-06 14:01:00,19.1425,1002.3300
2024-05-06 14:02:00,19.1250,1002.2800
2024-05-06 14:03:00,19.1250,1002.2900
2024-05-06 14:04:00,19.1225,1002.2500
2024-05-06 14:05:00,19.1325,1002.3000
2024-05-06 14:06:00,19.1200,1002.2300
2024-05-06 14:07:00,19.1125,1002.2000
2024-05-06 14:08:00,19.1275,1002.2200
2024-05-06 14:09:00,19.1000,1002.2400
2024-05-06 14:10:00,19.0925,1002.1900
2024-05-06 14:11:00,19.0900,1002.2000
2024-05-06 14:12:00,19.0975,1002.1400
2024-05-06 14:13:00,19.0950,1002.2100
2024-05-06 14:14:00,19.0925,1002.1500
2024-05-06 14:15:00,19.1050,1002.2700
2024-05-06 14:16:00,19.0775,1002.1800
2024-05-06 14:17:00,19.0675,1002.2100
2024-05-06 14:18:00,19.0900,1002.1500
2024-05-06 14:19:00,19.0925,1002.2000
2024-05-06 14:20:00,19.0725,1002.1500
2024-05-06 14:21:00,19.0675,1002.1500
2024-05-06 14:22:00,19.0725,1002.1000
2024-05-06 14:23:00,19.0450,1002.1400
2024-05-06 14:24:00,19.0700,1002.1100
2024-05-06 14:25:00,19.0750,1002.1200
2024-05-06 14:26:00,19.0550,1002.1000
2024-05-06 14:27:00,19.0475,1002.1600
2024-05-06 14:28:00,19.0425,1002.1300
2024-05-06 14:29:00,19.0375,1002.0800
2024-05-06 14:30:00,19.0300,1002.1100
2024-05-06 14:31:00,19.0575,1002.0500
2024-05-06 14:32:00,19.0550,1001.9900
2024-05-06 14:33:00,19.0375,1002.0500
2024-05-06 14:34:00,19.0550,1002.0200
2024-05-06 14:35:00,19.0550,1002.0400
2024-05-06 14:36:00,19.0400,1002.0200
2024-05-06 14:37:00,19.0075,1002.0000
2024-05-06 14:38:00,19.0200,1002.0200
2024-05-06 14:39:00,19.0550,1001.9600
2024-05-06 14:40:00,19.0175,1001.9500
2024-05-06 14:41:00,19.0350,1001.8700
2024-05-06 14:42:00,19.0075,1001.9000
2024-05-06 14:43:00,19.0350,1002.0300
2024-05-06 14:44:00,19.0375,1001.9000
2024-05-06 14:45:00,19.0425,1001.8500
2024-05-06 14:46:00,19.0400,1001.8600
2024-05-06 14:47:00,19.0325,1001.8700
2024-05-06 14:48:00,19.0325,1001.8800
2024-05-06 14:49:00,19.0150,1001.8600
2024-05-06 14:50:00,19.0075,1001.7900
2024-05-06 14:51:00,19.0275,1001.7300
2024-05-06 14:52:00,19.0075,1001.7900
2024-05-06 14:53:00,18.9950,1001.7900
2024-05-06 14:54:00,18.9975,1001.7800
2024-05-06 14:55:00,18.9750,1001.8200
2024-05-06 14:56:00,18.9875,1001.7800
2024-05-06 14:57:00,19.0075,1002.3300
2024-05-06 14:58:00,19.0100,1001.7100
2024-05-06 14:59:00,19.0025,1001.7000
2024-05-06 15:00:00,18.9975,1001.7599
2024-05-06 15:01:00,19.0450,1001.6800
2024-05-06 15:02:00,19.0350,1001.6900
2024-05-06 15:03:00,19.0125,1001.7100
2024-05-06 15:04:00,19.0275,1001.6900
2024-05-06 15:05:00,19.0050,1001.6900
2024-05-06 15:06:00,19.0300,1001.7000
2024-05-06 15:07:00,18.9950,1001.6300
2024-05-06 15:08:00,19.0100,1001.6300
2024-05-06 15:09:00,19.0325,1001.6900
2024-05-06 15:10:00,19.0350,1001.6400
2024-05-06 15:11:00,19.0375,1001.7300
2024-05-06 15:12:00,19.0400,1001.6400
2024-05-06 15:13:00,19.0575,1001.6100
2024-05-06 15:14:00,19.0450,1001.6200
2024-05-06 15:15:00,19.0350,1001.5900
2024-05-06 15:16:00,19.0450,1001.5300
2024-05-06 15:17:00,19.0400,1001.5600
2024-05-06 15:18:00,19.0425,1001.6400
2024-05-06 15:19:00,19.0175,1001.5400
2024-05-06 15:20:00,19.0350,1001.5500
2024-05-06 15:21:00,19.0400,1001.5400
2024-05-06 15:22:00,19.0175,1001.5500
2024-05-06 15:23:00,19.0075,1001.4900
2024-05-06 15:24:00,19.0200,1001.5600
2024-05-06 15:25:00,19.0275,1001.4400
2024-05-06 15:26:00,18.9925,1001.4500
2024-05-06 15:27:00,19.0150,1001.4600
2024-05-06 15:28:00,19.0375,1001.3800
2024-05-06 15:29:00,19.0100,1001.3400
2024-05-06 15:30:00,19.0175,1001.3600
2024-05-06 15:31:00,19.0200,1001.3600
2024-05-06 15:32:00,19.0175,1001.3000
2024-05-06 15:33:00,19.0375,1001.3500
2024-05-06 15:34:00,19.0175,1001.3400
2024-05-06 15:35:00,19.0175,1001.3300
2024-05-06 15:36:00,19.0450,1001.3300
2024-05-06 15:37:00,19.0400,1001.2700
2024-05-06 15:38:00,19.0150,1001.3300
2024-05-06 15:39:00,19.0175,1001.2599
2024-05-06 15:40:00,19.0300,1001.2599
2024-05-06 15:41:00,19.0450,1001.2100
2024-05-06 15:42:00,19.0450,1001.2400
2024-05-06 15:43:00,19.0250,1001.3000
2024-05-06 15:44:00,19.0200,1001.1600
2024-05-06 15:45:00,19.0475,1001.1900
2024-05-06 15:46:00,19.0250,1001.1200
2024-05-06 15:47:00,19.0425,1001.1200
2024-05-06 15:48:00,19.0475,1001.1100
2024-05-06 15:49:00,19.0425,1001.1500
2024-05-06 15:50:00,19.0450,1001.0600
2024-05-06 15:51:00,19.0325,1001.0900
2024-05-06 15:52:00,19.0175,1001.0700
2024-05-06 15:53:00,19.0275,1001.1000
2024-05-06 15:54:00,19.0400,1001.0900
2024-05-06 15:55:00,19.0300,1001.0200
2024-05-06 15:56:00,19.0300,1001.0600
2024-05-06 15:57:00,19.0250,1001.0300
2024-05-06 15:58:00,19.0275,1000.9900
2024-05-06 15:59:00,19.0175,1001.0600
2024-05-06 16:00:00,19.0250,1001.0900
2024-05-06 16:01:00,19.0075,1001.0800
2024-05-06 16:02:00,19.0300,1001.1500
2024-05-06 16:03:00,19.0300,1001.0700
2024-05-06 16:04:00,19.0525,1000.9800
2024-05-06 16:05:00,19.0700,1000.9700
2024-05-06 16:06:00,19.0450,1001.0500
2024-05-06 16:07:00,19.0475,1000.9100
2024-05-06 16:08:00,19.0375,1000.9400
2024-05-06 16:09:00,19.0750,1000.9400
2024-05-06 16:10:00,19.0450,1000.9700
2024-05-06 16:11:00,19.0750,1000.9900
2024-05-06 16:12:00,19.0725,1001.0200
2024-05-06 16:13:00,19.0700,1000.9900
2024-05-06 16:14:00,19.0775,1000.9600
2024-05-06 16:15:00,19.0450,1001.5400
2024-05-06 16:16:00,19.0725,1000.9900
2024-05-06 16:17:00,19.0675,1000.9800
2024-05-06 16:18:00,19.0950,1001.0700
2024-05-06 16:19:00,19.0775,1001.0200
2024-05-06 16:20:00,19.0350,1001.0099
2024-05-06 16:21:00,19.0500,1000.9100
2024-05-06 16:22:00,19.0550,1001.0700
2024-05-06 16:23:00,19.0450,1000.9900
2024-05-06 16:24:00,19.0425,1001.0099
2024-05-06 16:25:00,19.0525,1001.0099
2024-05-06 16:26:00,19.0300,1001.0300
2024-05-06 16:27:00,19.0375,1001.0200
2024-05-06 16:28:00,19.0375,1001.0500
2024-05-06 16:29:00,19.0475,1000.9500
2024-05-06 16:30:00,19.0350,1001.5900
2024-05-06 16:31:00,19.0475,1000.9700
2024-05-06 16:32:00,19.0450,1000.9900
2024-05-06 16:33:00,19.0575,1000.9700
2024-05-06 16:34:00,19.0550,1000.9600
2024-05-06 16:35:00,19.0550,1000.9700
2024-05-06 16:36:00,19.0550,1000.9200
2024-05-06 16:37:00,19.0450,1000.9200
2024-05-06 16:38:00,19.0575,1000.8800
2024-05-06 16:39:00,19.0450,1000.8900
2024-05-06 16:40:00,19.0450,1000.9100
2024-05-06 16:41:00,19.0550,1000.9000
2024-05-06 16:42:00,19.0450,1000.8500
2024-05-06 16:43:00,19.0300,1000.8100
2024-05-06 16:44:00,19.0475,1000.7500
2024-05-06 16:45:00,19.0325,1000.7700
2024-05-06 16:46:00,19.0175,1000.8100
2024-05-06 16:47:00,19.0475,1000.8000
2024-05-06 16:48:00,19.0375,1001.3700
2024-05-06 16:49:00,19.0325,1000.7100
2024-05-06 16:50:00,19.0350,1000.7599
2024-05-06 16:51:00,19.0475,1000.6800
2024-05-06 16:52:00,19.0500,1000.7000
2024-05-06 16:53:00,19.0525,1000.7300
2024-05-06 16:54:00,19.0450,1000.7200
2024-05-06 16:55:00,19.0300,1000.7700
2024-05-06 16:56:00,19.0550,1000.6800
2024-05-06 16:57:00,19.0400,1000.7000
2024-05-06 16:58:00,19.0700,1000.6600
2024-05-06 16:59:00,19.0550,1000.7599
2024-05-06 17:00:00,19.0500,1000.7400
2024-05-06 17:01:00,19.0450,1000.8200
2024-05-06 17:02:00,19.0400,1000.8600
2024-05-06 17:03:00,19.0400,1000.7900
2024-05-06 17:04:00,19.0475,1000.8100
2024-05-06 17:05:00,19.0375,1000.7900
2024-05-06 17:06:00,19.0300,1000.8700
2024-05-06 17:07:00,19.0275,1000.7900
2024-05-06 17:08:00,19.0475,1000.8800
2024-05-06 17:09:00,19.0200,1000.8300
2024-05-06 17:10:00,19.0250,1000.8500
2024-05-06 17:11:00,19.0200,1000.8200
2024-05-06 17:12:00,19.0300,1000.7599
2024-05-06 17:13:00,19.0325,1000.7900
2024-05-06 17:14:00,19.0075,1000.7900
2024-05-06 17:15:00,19.0300,1000.7300
2024-05-06 17:16:00,19.0025,1000.7200
2024-05-06 17:17:00,19.0175,1000.7500
2024-05-06 17:18:00,19.0325,1000.7200
2024-05-06 17:19:00,19.0250,1000.7100
2024-05-06 17:20:00,19.0300,1000.6800
2024-05-06 17:21:00,19.0350,1000.6800
2024-05-06 17:22:00,19.0300,1000.7500
2024-05-06 17:23:00,19.0450,1000.6100
2024-05-06 17:24:00,19.0475,1000.6300
2024-05-06 17:25:00,19.0575,1000.6500
2024-05-06 17:26:00,19.0450,1000.6300
2024-05-06 17:27:00,19.0200,1000.6300
2024-05-06 17:28:00,19.0375,1000.6500
2024-05-06 17:29:00,19.0200,1000.6200
2024-05-06 17:30:00,19.0300,1000.6200
2024-05-06 17:31:00,19.0475,1000.6300
2024-05-06 17:32:00,19.0175,1000.6500
2024-05-06 17:33:00,19.0100,1000.6700
2024-05-06 17:34:00,19.0125,1000.5800
2024-05-06 17:35:00,19.0125,1000.5800
2024-05-06 17:36:00,19.0250,1000.6200
2024-05-06 17:37:00,18.9975,1000.5300
2024-05-06 17:38:00,19.0100,1000.5400
2024-05-06 17:39:00,19.0175,1000.5300
2024-05-06 17:40:00,19.0175,1000.5400
2024-05-06 17:41:00,19.0250,1000.5800
2024-05-06 17:42:00,19.0400,1000.5900
2024-05-06 17:43:00,19.0175,1000.5099
2024-05-06 17:44:00,19.0325,1000.5400
2024-05-06 17:45:00,19.0275,1000.5099
2024-05-06 17:46:00,19.0250,1000.5000
2024-05-06 17:47:00,19.0375,1000.5500
2024-05-06 17:48:00,19.0275,1000.6100
2024-05-06 17:49:00,19.0275,1000.5700
2024-05-06 17:50:00,19.0300,1000.5400
2024-05-06 17:51:00,19.0525,1000.5900
2024-05-06 17:52:00,19.0450,1000.5700
2024-05-06 17:53:00,19.0475,1000.5500
2024-05-06 17:54:00,19.0400,1000.6200
2024-05-06 17:55:00,19.0450,1000.6200
2024-05-06 17:56:00,19.0250,1000.5900
2024-05-06 17:57:00,19.0025,1000.5900
2024-05-06 17:58:00,19.0325,1000.6400
2024-05-06 17:59:00,19.0300,1000.6600
2024-05-06 18:00:00,19.0250,1000.6100
2024-05-06 18:01:00,19.0300,1000.6100
2024-05-06 18:02:00,19.0175,1000.6500
2024-05-06 18:03:00,19.0175,1000.5900
2024-05-06 18:04:00,19.0100,1000.5400
2024-05-06 18:05:00,19.0275,1000.6300
2024-05-06 18:06:00,19.0175,1000.5700
2024-05-06 18:07:00,19.0275,1000.6600
2024-05-06 18:08:00,19.0325,1000.6800
2024-05-06 18:09:00,19.0650,1000.6300
2024-05-06 18:10:00,19.0825,1000.7000
2024-05-06 18:11:00,19.0575,1000.6300
2024-05-06 18:12:00,19.0725,1000.6700
2024-05-06 18:13:00,19.0475,1000.7400
2024-05-06 18:14:00,19.0550,1000.6500
2024-05-06 18:15:00,19.0550,1000.7200
2024-05-06 18:16:00,19.0350,1000.6700
2024-05-06 18:17:00,19.0550,1000.6500
2024-05-06 18:18:00,19.0425,1000.6600
2024-05-06 18:19:00,19.0500,1000.6400
2024-05-06 18:20:00,19.0775,1000.6500
2024-05-06 18:21:00,19.0775,1000.6400
2024-05-06 18:22:00,19.0775,1000.6400
2024-05-06 18:23:00,19.1300,1000.5600
2024-05-06 18:24:00,19.1175,1000.6600
2024-05-06 18:25:00,19.1225,1000.7100
2024-05-06 18:26:00,19.1200,1000.6100
2024-05-06 18:27:00,19.1325,1000.7000
2024-05-06 18:28:00,19.1500,1000.6900
2024-05-06 18:29:00,19.1450,1000.6300
2024-05-06 18:30:00,19.1350,1000.7500
2024-05-06 18:31:00,19.1325,1000.7000
2024-05-06 18:32:00,19.1425,1000.6500
2024-05-06 18:33:00,19.1600,1000.7000
2024-05-06 18:34:00,19.1425,1000.7300
2024-05-06 18:35:00,19.1425,1000.7700
2024-05-06 18:36:00,19.1300,1000.8200
2024-05-06 18:37:00,19.1200,1000.7200
2024-05-06 18:38:00,19.1225,1000.6300
2024-05-06 18:39:00,19.1150,1000.7200
2024-05-06 18:40:00,19.1050,1000.7500
2024-05-06 18:41:00,19.1250,1000.7200
2024-05-06 18:42:00,19.1250,1000.7700
2024-05-06 18:43:00,19.1300,1000.7300
2024-05-06 18:44:00,19.1325,1000.7599
2024-05-06 18:45:00,19.1225,1000.7200
2024-05-06 18:46:00,19.0975,1000.7400
2024-05-06 18:47:00,19.1125,1000.7800
2024-05-06 18:48:00,19.0850,1000.7599
2024-05-06 18:49:00,19.0750,1000.8000
2024-05-06 18:50:00,19.0725,1000.8200
2024-05-06 18:51:00,19.0750,1000.7400
2024-05-06 18:52:00,19.0675,1000.8100
2024-05-06 18:53:00,19.0325,1000.8300
2024-05-06 18:54:00,19.0300,1000.8200
2024-05-06 18:55:00,19.0450,1000.8100
2024-05-06 18:56:00,19.0350,1000.8100
2024-05-06 18:57:00,19.0175,1000.8200
2024-05-06 18:58:00,19.0200,1000.7900
2024-05-06 18:59:00,19.0175,1000.7700
2024-05-06 19:00:00,19.0075,1000.8600
2024-05-06 19:01:00,18.9750,1000.8900
2024-05-06 19:02:00,18.9800,1000.7900
2024-05-06 19:03:00,18.9875,1000.8100
2024-05-06 19:04:00,18.9725,1000.7599
2024-05-06 19:05:00,18.9675,1000.8200
2024-05-06 19:06:00,18.9500,1000.7800
2024-05-06 19:07:00,18.9675,1000.7700
2024-05-06 19:08:00,18.9400,1000.7500
2024-05-06 19:09:00,18.9350,1000.7700
2024-05-06 19:10:00,18.9550,1000.7500
2024-05-06 19:11:00,18.9350,1000.8100
2024-05-06 19:12:00,18.9075,1000.7800
2024-05-06 19:13:00,18.8925,1000.8300
2024-05-06 19:14:00,18.8750,1000.7800
2024-05-06 19:15:00,18.9000,1000.7599
2024-05-06 19:16:00,18.8850,1000.8200
2024-05-06 19:17:00,18.8625,1000.7900
2024-05-06 19:18:00,18.8775,1000.7599
2024-05-06 19:19:00,18.8475,1000.7599
2024-05-06 19:20:00,18.8625,1000.8200
2024-05-06 19:21:00,18.8625,1000.8500
2024-05-06 19:22:00,18.8525,1000.7800
2024-05-06 19:23:00,18.8425,1000.8700
2024-05-06 19:24:00,18.8550,1000.8700
2024-05-06 19:25:00,18.8400,1000.7599
2024-05-06 19:26:00,18.8375,1000.8700
2024-05-06 19:27:00,18.8400,1000.7599
2024-05-06 19:28:00,18.8300,1000.9200
2024-05-06 19:29:00,18.8300,1000.8300
2024-05-06 19:30:00,18.8150,1000.8000
2024-05-06 19:31:00,18.7975,1000.8700
2024-05-06 19:32:00,18.8000,1000.8700
2024-05-06 19:33:00,18.7925,1000.8500
2024-05-06 19:34:00,18.7825,1000.9100
2024-05-06 19:35:00,18.7825,1000.8600
2024-05-06 19:36:00,18.7900,1000.8800
2024-05-06 19:37:00,18.7825,1000.9300
2024-05-06 19:38:00,18.7800,1000.8300
2024-05-06 19:39:00,18.7900,1000.9600
2024-05-06 19:40:00,18.7725,1001.4200
2024-05-06 19:41:00,18.7675,1000.9200
2024-05-06 19:42:00,18.7775,1000.9300
2024-05-06 19:43:00,18.7675,1000.9600
2024-05-06 19:44:00,18.7750,1000.8400
2024-05-06 19:45:00,18.7650,1000.9200
2024-05-06 19:46:00,18.7775,1000.8500
2024-05-06 19:47:00,18.7425,1000.8700
2024-05-06 19:48:00,18.7550,1000.9000
2024-05-06 19:49:00,18.7700,1000.8800
2024-05-06 19:50:00,18.7625,1000.9600
2024-05-06 19:51:00,18.7375,1000.9800
2024-05-06 19:52:00,18.7575,1000.8700
2024-05-06 19:53:00,18.7425,1000.9400
2024-05-06 19:54:00,18.7350,1000.9400
2024-05-06 19:55:00,18.7450,1000.8700
2024-05-06 19:56:00,18.7350,1000.9700
2024-05-06 19:57:00,18.7350,1000.9600
2024-05-06 19:58:00,18.7275,1000.8800
2024-05-06 19:59:00,18.7250,1000.9000
2024-05-06 20:00:00,18.6975,1000.9700
2024-05-06 20:01:00,18.7250,1000.9000
2024-05-06 20:02:00,18.7200,1000.9700
2024-05-06 20:03:00,18.7025,1001.0200
2024-05-06 20:04:00,18.6850,1000.9100
2024-05-06 20:05:00,18.7125,1001.0200
2024-05-06 20:06:00,18.7300,1001.0600
2024-05-06 20:07:00,18.7275,1001.0099
2024-05-06 20:08:00,18.6900,1001.0300
2024-05-06 20:09:00,18.7050,1001.1000
2024-05-06 20:10:00,18.7150,1001.0000
2024-05-06 20:11:00,18.6900,1001.0500
2024-05-06 20:12:00,18.6875,1001.0000
2024-05-06 20:13:00,18.6950,1001.0200
2024-05-06 20:14:00,18.6875,1001.0700
2024-05-06 20:15:00,18.6775,1001.0200
2024-05-06 20:16:00,18.6875,1000.9800
2024-05-06 20:17:00,18.6925,1001.1300
2024-05-06 20:18:00,18.7125,1001.0900
2024-05-06 20:19:00,18.6975,1001.0600
2024-05-06 20:20:00,18.6925,1001.0400
2024-05-06 20:21:00,18.6825,1001.0900
2024-05-06 20:22:00,18.6775,1001.0700
2024-05-06 20:23:00,18.6600,1001.0400
2024-05-06 20:24:00,18.6525,1001.0400
2024-05-06 20:25:00,18.6325,1001.0600
2024-05-06 20:26:00,18.6025,1001.1200
2024-05-06 20:27:00,18.6325,1001.0300
2024-05-06 20:28:00,18.6425,1001.0700
2024-05-06 20:29:00,18.6525,1001.0800
2024-05-06 20:30:00,18.6075,1001.0500
2024-05-06 20:31:00,18.6150,1001.1200
2024-05-06 20:32:00,18.5975,1001.0099
2024-05-06 20:33:00,18.6150,1001.0700
2024-05-06 20:34:00,18.6125,1001.0300
2024-05-06 20:35:00,18.6275,1000.9500
2024-05-06 20:36:00,18.6075,1000.9500
2024-05-06 20:37:00,18.6275,1000.9900
2024-05-06 20:38:00,18.6375,1000.9900
2024-05-06 20:39:00,18.6275,1001.0300
2024-05-06 20:40:00,18.6125,1001.0400
2024-05-06 20:41:00,18.5900,1001.0300
2024-05-06 20:42:00,18.5850,1001.0600
2024-05-06 20:43:00,18.5975,1001.0700
2024-05-06 20:44:00,18.6050,1001.0000
2024-05-06 20:45:00,18.6000,1000.9800
2024-05-06 20:46:00,18.5750,1001.0000
2024-05-06 20:47:00,18.5875,1001.0200
2024-05-06 20:48:00,18.5875,1001.0500
2024-05-06 20:49:00,18.6000,1001.0600
2024-05-06 20:50:00,18.5750,1001.0500
2024-05-06 20:51:00,18.5625,1001.0500
2024-05-06 20:52:00,18.5900,1000.9800
2024-05-06 20:53:00,18.5825,1001.0099
2024-05-06 20:54:00,18.5975,1001.0400
2024-05-06 20:55:00,18.5600,1001.0800
2024-05-06 20:56:00,18.5475,1001.1000
2024-05-06 20:57:00,18.5475,1001.0400
2024-05-06 20:58:00,18.5675,1001.0900
2024-05-06 20:59:00,18.5850,1000.9900
2024-05-06 21:00:00,18.5750,1001.0700
2024-05-06 21:01:00,18.5750,1001.1000
2024-05-06 21:02:00,18.5800,1001.1100
2024-05-06 21:03:00,18.5800,1001.1400
2024-05-06 21:04:00,18.5775,1001.0900
2024-05-06 21:05:00,18.5500,1001.1100
2024-05-06 21:06:00,18.5375,1001.0700
2024-05-06 21:07:00,18.5400,1001.0099
2024-05-06 21:08:00,18.5500,1001.0500
2024-05-06 21:09:00,18.5350,1001.0000
2024-05-06 21:10:00,18.5375,1001.0200
2024-05-06 21:11:00,18.5675,1001.0099
2024-05-06 21:12:00,18.5425,1001.0000
2024-05-06 21:13:00,18.5300,1001.0200
2024-05-06 21:14:00,18.5225,1001.0000
2024-05-06 21:15:00,18.5175,1001.0200
2024-05-06 21:16:00,18.5100,1001.0300
2024-05-06 21:17:00,18.5175,1001.0099
